area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations
ΕΒΡΟΥ,102,186,176,345,-33,677,2021-11-13 00:00:00,84518,84521,80461,8944,167550
ΕΥΒΟΙΑΣ,802,232,184,434,-73,827,2021-11-13 00:00:00,121139,121142,117396,10027,239720
ΕΥΡΥΤΑΝΙΑΣ,803,16,6,30,-16,49,2021-11-13 00:00:00,8298,8298,7893,878,15786
ΖΑΚΥΝΘΟΥ,601,113,47,137,-29,280,2021-11-13 00:00:00,30100,30101,28740,2237,55905
ΗΛΕΙΑΣ,703,187,106,213,-85,491,2021-11-13 00:00:00,78778,78779,75298,5840,154289
ΗΜΑΘΙΑΣ,201,163,143,247,-155,539,2021-11-13 00:00:00,70173,70173,65889,7676,138757
ΗΡΑΚΛΕΙΟΥ,1301,421,265,711,-75,1364,2021-11-13 00:00:00,191450,191452,184236,17939,383182
ΘΑΣΟΥ,103,39,11,100,-26,146,2021-11-13 00:00:00,11084,11085,10657,1176,20276
ΘΕΣΠΡΩΤΙΑΣ,402,65,28,182,-24,267,2021-11-13 00:00:00,33622,33622,31893,3643,66594
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1455,1094,2948,-282,5416,2021-11-13 00:00:00,664708,664717,630318,68229,1334522
ΘΗΡΑΣ,1202,20,2,38,-184,60,2021-11-13 00:00:00,23556,23556,23099,1261,40085
ΙΘΑΚΗΣ,602,0,0,0,0,0,2021-11-13 00:00:00,2246,2246,2170,387,4691
ΙΚΑΡΙΑΣ,1101,0,0,0,0,0,2021-11-13 00:00:00,5841,5841,5667,355,11633
ΙΩΑΝΝΙΝΩΝ,403,234,125,578,-100,919,2021-11-13 00:00:00,105339,105340,101546,12119,211686
ΚΑΒΑΛΑΣ,104,166,114,302,-8,565,2021-11-13 00:00:00,70280,70280,67366,7225,140888
ΚΑΛΥΜΝΟΥ,1203,39,29,176,-52,231,2021-11-13 00:00:00,17212,17212,16305,1787,31560
ΚΑΡΔΙΤΣΑΣ,501,142,97,259,-43,488,2021-11-13 00:00:00,66551,66551,62448,5457,131230
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,2021-11-13 00:00:00,5102,5102,4823,344,10039
ΚΑΣΤΟΡΙΑΣ,302,70,35,173,-53,269,2021-11-13 00:00:00,30412,30412,28785,3484,60365
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,2,0,28,12,30,2021-11-13 00:00:00,4096,4096,3784,302,7852
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1977,920,4770,-358,7574,2021-11-13 00:00:00,728347,728358,687791,91008,1450719
ΚΕΡΚΥΡΑΣ,603,203,61,332,-35,593,2021-11-13 00:00:00,71560,71560,69213,6013,136517
ΚΕΦΑΛΛΗΝΙΑΣ,604,57,28,141,11,221,2021-11-13 00:00:00,24542,24543,24016,3215,48048
ΚΙΛΚΙΣ,203,97,65,243,-84,397,2021-11-13 00:00:00,40479,40479,37916,5182,79865
ΚΟΖΑΝΗΣ,303,214,116,403,53,707,2021-11-13 00:00:00,79177,79177,74660,7639,155617
ΚΟΡΙΝΘΙΑΣ,1003,181,111,314,57,602,2021-11-13 00:00:00,81943,81944,78427,5891,161395
ΚΩ,1206,40,38,107,-70,185,2021-11-13 00:00:00,29386,29386,28639,2097,53040
ΛΑΚΩΝΙΑΣ,1004,143,70,263,-17,451,2021-11-13 00:00:00,47633,47633,45877,4689,93461
ΛΑΡΙΣΑΣ,502,548,307,633,-34,1464,2021-11-13 00:00:00,152746,152746,142245,13650,300449
ΛΑΣΙΘΙΟΥ,1302,146,97,287,5,468,2021-11-13 00:00:00,56538,56538,54886,5810,109869
ΛΕΣΒΟΥ,1102,117,76,253,-44,439,2021-11-13 00:00:00,51943,51943,49773,4496,98344
ΛΕΥΚΑΔΑΣ,605,50,30,130,-12,199,2021-11-13 00:00:00,23478,23478,22935,1833,41056
ΛΗΜΝΟΥ,1103,39,14,70,-4,120,2021-11-13 00:00:00,12047,12047,11754,1319,23014
ΜΑΓΝΗΣΙΑΣ,503,284,180,365,-38,809,2021-11-13 00:00:00,112363,112364,106598,9696,223558
ΜΕΣΣΗΝΙΑΣ,1005,206,93,325,-34,604,2021-11-13 00:00:00,94690,94690,91583,8064,187779
ΜΗΛΟΥ,1207,0,0,0,-9,0,2021-11-13 00:00:00,9900,9900,9493,609,19056
ΜΥΚΟΝΟΥ,1208,19,7,107,-20,130,2021-11-13 00:00:00,16098,16098,15831,908,25083
ΝΑΞΟΥ,1209,19,8,75,-33,101,2021-11-13 00:00:00,14486,14486,13743,1198,26959
ΝΗΣΩΝ,906,83,31,269,-83,376,2021-11-13 00:00:00,59133,59134,56487,5081,106365
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,368,347,1106,-10,1798,2021-11-13 00:00:00,343591,343596,317257,23011,675634
ΞΑΝΘΗΣ,105,126,199,192,29,504,2021-11-13 00:00:00,61776,61776,57983,4245,119460
ΠΑΡΟΥ,1210,17,18,94,-20,126,2021-11-13 00:00:00,14667,14667,14916,1180,25132
ΠΕΙΡΑΙΩΣ,908,479,324,1018,-83,1796,2021-11-13 00:00:00,196829,196829,185422,19766,389324
ΠΕΛΛΑΣ,204,256,146,416,-110,788,2021-11-13 00:00:00,76760,76764,71348,8295,151375
ΠΙΕΡΙΑΣ,205,184,146,272,-88,591,2021-11-13 00:00:00,70108,70108,65298,6506,138423
ΠΡΕΒΕΖΑΣ,404,103,32,241,6,368,2021-11-13 00:00:00,35870,35870,35057,3557,71634
ΡΕΘΥΜΝΟΥ,1303,96,72,154,-79,310,2021-11-13 00:00:00,52942,52942,50765,4497,103553
ΡΟΔΟΠΗΣ,106,164,140,254,9,538,2021-11-13 00:00:00,65451,65451,62983,4204,127338
ΡΟΔΟΥ,1211,129,85,450,59,656,2021-11-13 00:00:00,85204,85204,82968,5001,151365
ΣΑΜΟΥ,1104,47,27,90,2,154,2021-11-13 00:00:00,19907,19907,19357,1485,37669
ΣΕΡΡΩΝ,206,234,155,357,-171,737,2021-11-13 00:00:00,82049,82050,77067,8148,162871
ΣΠΟΡΑΔΩΝ,504,0,0,0,-93,0,2021-11-13 00:00:00,9940,9940,9624,889,18977
ΣΥΡΟΥ,1212,28,13,102,-42,140,2021-11-13 00:00:00,17253,17253,17561,1799,30314
ΤΗΝΟΥ,1213,0,0,0,-83,0,2021-11-13 00:00:00,6697,6697,6577,456,12907
ΤΡΙΚΑΛΩΝ,505,127,214,282,-33,604,2021-11-13 00:00:00,72421,72421,70332,6952,145367
ΦΘΙΩΤΙΔΑΣ,804,215,98,379,-45,680,2021-11-13 00:00:00,83560,83560,80056,7949,167664
ΦΛΩΡΙΝΑΣ,304,71,47,98,-111,205,2021-11-13 00:00:00,29511,29511,27936,3025,58434
ΦΩΚΙΔΑΣ,805,40,13,54,-56,105,2021-11-13 00:00:00,18494,18494,17401,1677,35567
ΧΑΛΚΙΔΙΚΗΣ,207,156,95,269,-9,497,2021-11-13 00:00:00,63154,63154,60556,6024,125963
ΧΑΝΙΩΝ,1304,223,101,326,36,642,2021-11-13 00:00:00,108959,108960,103710,8264,215666
ΧΙΟΥ,1105,40,37,192,12,263,2021-11-13 00:00:00,37726,37728,36808,2836,69479
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,25,11,12,-769,41,2021-11-14 00:00:00,103965,103965,98396,7315,204080
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,42,20,55,-1436,115,2021-11-14 00:00:00,167468,167470,161840,20947,344000
ΑΝΔΡΟΥ,1201,0,0,0,0,0,2021-11-14 00:00:00,6876,6876,6660,350,13351
ΑΡΓΟΛΙΔΑΣ,1001,14,9,4,-470,18,2021-11-14 00:00:00,65069,65069,62996,4830,125954
ΑΡΚΑΔΙΑΣ,1002,7,1,9,-295,17,2021-11-14 00:00:00,45729,45729,43543,4349,90304
ΑΡΤΑΣ,401,7,5,2,-256,10,2021-11-14 00:00:00,39016,39016,38069,3268,76353
ΑΧΑΪΑΣ,702,77,35,56,-1402,152,2021-11-14 00:00:00,186804,186804,176525,12844,364747
ΒΟΙΩΤΙΑΣ,801,4,2,5,-555,9,2021-11-14 00:00:00,77418,77419,71889,5967,148821
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,174,55,269,-3944,494,2021-11-14 00:00:00,666381,666390,646926,64842,1347607
ΓΡΕΒΕΝΩΝ,301,0,0,0,-123,0,2021-11-14 00:00:00,18292,18292,17016,2251,35453
ΔΡΑΜΑΣ,101,2,1,1,-389,3,2021-11-14 00:00:00,48185,48185,45666,5576,95686
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,4,3,4,-390,11,2021-11-14 00:00:00,53304,53305,49331,3889,106463
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,84,24,58,-2209,160,2021-11-14 00:00:00,435215,435217,409135,25408,858781
ΕΒΡΟΥ,102,9,9,3,-659,18,2021-11-14 00:00:00,84527,84530,80470,8947,167568
ΕΥΒΟΙΑΣ,802,18,14,19,-780,47,2021-11-14 00:00:00,121157,121160,117410,10046,239767
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,0,-49,0,2021-11-14 00:00:00,8298,8298,7893,878,15786
ΖΑΚΥΝΘΟΥ,601,1,1,0,-279,1,2021-11-14 00:00:00,30101,30102,28741,2237,55906
ΗΛΕΙΑΣ,703,11,0,6,-474,17,2021-11-14 00:00:00,78789,78790,75298,5846,154306
ΗΜΑΘΙΑΣ,201,0,2,2,-535,4,2021-11-14 00:00:00,70173,70173,65891,7678,138761
ΗΡΑΚΛΕΙΟΥ,1301,22,13,8,-1327,37,2021-11-14 00:00:00,191472,191474,184249,17947,383219
ΘΑΣΟΥ,103,6,4,3,-137,9,2021-11-14 00:00:00,11090,11091,10661,1179,20285
ΘΕΣΠΡΩΤΙΑΣ,402,1,0,2,-264,3,2021-11-14 00:00:00,33623,33623,31893,3645,66597
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,112,57,163,-5095,321,2021-11-14 00:00:00,664820,664829,630375,68392,1334843
ΘΗΡΑΣ,1202,0,0,0,-60,0,2021-11-14 00:00:00,23556,23556,23099,1261,40085
ΙΘΑΚΗΣ,602,0,0,0,0,0,2021-11-14 00:00:00,2246,2246,2170,387,4691
ΙΚΑΡΙΑΣ,1101,0,0,0,0,0,2021-11-14 00:00:00,5841,5841,5667,355,11633
ΙΩΑΝΝΙΝΩΝ,403,8,8,22,-882,37,2021-11-14 00:00:00,105347,105348,101554,12141,211723
ΚΑΒΑΛΑΣ,104,1,2,1,-561,4,2021-11-14 00:00:00,70281,70281,67368,7226,140892
ΚΑΛΥΜΝΟΥ,1203,0,0,0,-231,0,2021-11-14 00:00:00,17212,17212,16305,1787,31560
ΚΑΡΔΙΤΣΑΣ,501,7,5,8,-472,16,2021-11-14 00:00:00,66558,66558,62453,5465,131246
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,2021-11-14 00:00:00,5102,5102,4823,344,10039
ΚΑΣΤΟΡΙΑΣ,302,1,2,0,-267,2,2021-11-14 00:00:00,30413,30413,28787,3484,60367
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,-30,0,2021-11-14 00:00:00,4096,4096,3784,302,7852
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,295,104,325,-6888,686,2021-11-14 00:00:00,728642,728653,687895,91333,1451405
ΚΕΡΚΥΡΑΣ,603,23,2,28,-542,51,2021-11-14 00:00:00,71583,71583,69215,6041,136568
ΚΕΦΑΛΛΗΝΙΑΣ,604,2,2,0,-217,4,2021-11-14 00:00:00,24544,24545,24018,3215,48052
ΚΙΛΚΙΣ,203,6,2,7,-383,14,2021-11-14 00:00:00,40485,40485,37918,5189,79879
ΚΟΖΑΝΗΣ,303,3,7,11,-688,19,2021-11-14 00:00:00,79180,79180,74667,7650,155636
ΚΟΡΙΝΘΙΑΣ,1003,8,3,10,-582,20,2021-11-14 00:00:00,81951,81952,78430,5901,161415
ΚΩ,1206,2,0,1,-182,3,2021-11-14 00:00:00,29388,29388,28639,2098,53043
ΛΑΚΩΝΙΑΣ,1004,2,0,7,-442,9,2021-11-14 00:00:00,47635,47635,45877,4696,93470
ΛΑΡΙΣΑΣ,502,72,7,68,-1321,143,2021-11-14 00:00:00,152818,152818,142252,13718,300592
ΛΑΣΙΘΙΟΥ,1302,19,13,11,-437,31,2021-11-14 00:00:00,56557,56557,54899,5821,109900
ΛΕΣΒΟΥ,1102,1,2,2,-434,5,2021-11-14 00:00:00,51944,51944,49775,4498,98349
ΛΕΥΚΑΔΑΣ,605,1,0,0,-198,1,2021-11-14 00:00:00,23479,23479,22935,1833,41057
ΛΗΜΝΟΥ,1103,1,0,0,-119,1,2021-11-14 00:00:00,12048,12048,11754,1319,23015
ΜΑΓΝΗΣΙΑΣ,503,15,8,12,-777,32,2021-11-14 00:00:00,112378,112379,106606,9708,223590
ΜΕΣΣΗΝΙΑΣ,1005,30,18,25,-532,72,2021-11-14 00:00:00,94720,94720,91601,8089,187851
ΜΗΛΟΥ,1207,0,0,0,0,0,2021-11-14 00:00:00,9900,9900,9493,609,19056
ΜΥΚΟΝΟΥ,1208,5,1,15,-110,20,2021-11-14 00:00:00,16103,16103,15832,923,25103
ΝΑΞΟΥ,1209,4,1,1,-96,5,2021-11-14 00:00:00,14490,14490,13744,1199,26964
ΝΗΣΩΝ,906,0,0,24,-352,24,2021-11-14 00:00:00,59133,59134,56487,5105,106389
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,58,29,110,-1605,193,2021-11-14 00:00:00,343649,343654,317286,23121,675827
ΞΑΝΘΗΣ,105,12,11,9,-475,29,2021-11-14 00:00:00,61788,61788,57994,4254,119489
ΠΑΡΟΥ,1210,1,0,4,-121,5,2021-11-14 00:00:00,14668,14668,14916,1184,25137
ΠΕΙΡΑΙΩΣ,908,38,17,32,-1717,79,2021-11-14 00:00:00,196867,196867,185439,19798,389403
ΠΕΛΛΑΣ,204,10,10,10,-765,23,2021-11-14 00:00:00,76770,76774,71358,8305,151398
ΠΙΕΡΙΑΣ,205,6,7,7,-572,19,2021-11-14 00:00:00,70114,70114,65305,6513,138442
ΠΡΕΒΕΖΑΣ,404,1,0,3,-364,4,2021-11-14 00:00:00,35871,35871,35057,3560,71638
ΡΕΘΥΜΝΟΥ,1303,6,6,9,-292,18,2021-11-14 00:00:00,52948,52948,50771,4506,103571
ΡΟΔΟΠΗΣ,106,7,2,4,-525,13,2021-11-14 00:00:00,65458,65458,62985,4208,127351
ΡΟΔΟΥ,1211,8,7,41,-600,56,2021-11-14 00:00:00,85212,85212,82975,5042,151421
ΣΑΜΟΥ,1104,9,0,9,-136,18,2021-11-14 00:00:00,19916,19916,19357,1494,37687
ΣΕΡΡΩΝ,206,4,4,9,-722,15,2021-11-14 00:00:00,82053,82054,77071,8157,162886
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,0,2021-11-14 00:00:00,9940,9940,9624,889,18977
ΣΥΡΟΥ,1212,0,0,0,-140,0,2021-11-14 00:00:00,17253,17253,17561,1799,30314
ΤΗΝΟΥ,1213,0,0,0,0,0,2021-11-14 00:00:00,6697,6697,6577,456,12907
ΤΡΙΚΑΛΩΝ,505,4,10,1,-589,15,2021-11-14 00:00:00,72425,72425,70342,6953,145382
ΦΘΙΩΤΙΔΑΣ,804,16,9,17,-646,34,2021-11-14 00:00:00,83576,83576,80065,7966,167698
ΦΛΩΡΙΝΑΣ,304,0,0,2,-203,2,2021-11-14 00:00:00,29511,29511,27936,3027,58436
ΦΩΚΙΔΑΣ,805,0,0,3,-102,3,2021-11-14 00:00:00,18494,18494,17401,1680,35570
ΧΑΛΚΙΔΙΚΗΣ,207,2,1,3,-491,6,2021-11-14 00:00:00,63156,63156,60557,6027,125969
ΧΑΝΙΩΝ,1304,26,13,19,-591,51,2021-11-14 00:00:00,108985,108986,103723,8283,215717
ΧΙΟΥ,1105,0,0,0,-263,0,2021-11-14 00:00:00,37726,37728,36808,2836,69479
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,353,161,548,974,1015,2021-11-15 00:00:00,104318,104318,98557,7863,205095
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,350,199,864,1273,1388,2021-11-15 00:00:00,167818,167820,162039,21811,345388
ΑΝΔΡΟΥ,1201,6,6,4,10,10,2021-11-15 00:00:00,6882,6882,6666,354,13361
ΑΡΓΟΛΙΔΑΣ,1001,151,85,343,519,537,2021-11-15 00:00:00,65220,65220,63081,5173,126491
ΑΡΚΑΔΙΑΣ,1002,127,68,313,465,482,2021-11-15 00:00:00,45856,45856,43611,4662,90786
ΑΡΤΑΣ,401,69,43,172,253,263,2021-11-15 00:00:00,39085,39085,38112,3440,76616
ΑΧΑΪΑΣ,702,475,233,801,1297,1449,2021-11-15 00:00:00,187279,187279,176758,13645,366196
ΒΟΙΩΤΙΑΣ,801,229,104,474,753,762,2021-11-15 00:00:00,77647,77648,71993,6441,149583
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,834,351,3134,3767,4261,2021-11-15 00:00:00,667215,667224,647277,67976,1351868
ΓΡΕΒΕΝΩΝ,301,43,28,122,173,173,2021-11-15 00:00:00,18335,18335,17044,2373,35626
ΔΡΑΜΑΣ,101,191,81,270,525,528,2021-11-15 00:00:00,48376,48376,45747,5846,96214
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,149,53,159,349,360,2021-11-15 00:00:00,53453,53454,49384,4048,106823
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,575,262,1098,1733,1893,2021-11-15 00:00:00,435790,435792,409397,26506,860674
ΕΒΡΟΥ,102,198,116,435,699,717,2021-11-15 00:00:00,84725,84728,80586,9382,168285
ΕΥΒΟΙΑΣ,802,274,177,641,986,1033,2021-11-15 00:00:00,121431,121434,117587,10687,240800
ΕΥΡΥΤΑΝΙΑΣ,803,18,8,49,70,70,2021-11-15 00:00:00,8316,8316,7901,927,15856
ΖΑΚΥΝΘΟΥ,601,100,49,167,293,294,2021-11-15 00:00:00,30201,30202,28790,2404,56200
ΗΛΕΙΑΣ,703,260,116,480,789,806,2021-11-15 00:00:00,79049,79050,75414,6326,155112
ΗΜΑΘΙΑΣ,201,211,188,397,743,747,2021-11-15 00:00:00,70384,70384,66079,8075,139508
ΗΡΑΚΛΕΙΟΥ,1301,395,241,959,1513,1550,2021-11-15 00:00:00,191866,191869,184490,18906,384769
ΘΑΣΟΥ,103,14,11,131,143,152,2021-11-15 00:00:00,11104,11105,10672,1310,20437
ΘΕΣΠΡΩΤΙΑΣ,402,62,57,231,325,328,2021-11-15 00:00:00,33685,33685,31950,3876,66925
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1302,843,2512,4204,4525,2021-11-15 00:00:00,666122,666131,631218,70904,1339368
ΘΗΡΑΣ,1202,54,37,133,204,204,2021-11-15 00:00:00,23610,23610,23136,1394,40289
ΙΘΑΚΗΣ,602,0,0,0,0,0,2021-11-15 00:00:00,2246,2246,2170,387,4691
ΙΚΑΡΙΑΣ,1101,0,0,0,0,0,2021-11-15 00:00:00,5841,5841,5667,355,11633
ΙΩΑΝΝΙΝΩΝ,403,222,129,660,940,977,2021-11-15 00:00:00,105569,105570,101683,12801,212700
ΚΑΒΑΛΑΣ,104,110,83,337,506,510,2021-11-15 00:00:00,70391,70391,67451,7563,141402
ΚΑΛΥΜΝΟΥ,1203,50,26,224,291,291,2021-11-15 00:00:00,17262,17262,16331,2011,31851
ΚΑΡΔΙΤΣΑΣ,501,175,94,336,569,585,2021-11-15 00:00:00,66733,66733,62547,5801,131831
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,2021-11-15 00:00:00,5102,5102,4823,344,10039
ΚΑΣΤΟΡΙΑΣ,302,73,44,199,293,295,2021-11-15 00:00:00,30486,30486,28831,3683,60662
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,10,5,25,35,35,2021-11-15 00:00:00,4106,4106,3789,327,7887
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1523,650,4795,6072,6758,2021-11-15 00:00:00,730165,730176,688545,96128,1458163
ΚΕΡΚΥΡΑΣ,603,162,53,382,538,589,2021-11-15 00:00:00,71745,71745,69268,6423,137157
ΚΕΦΑΛΛΗΝΙΑΣ,604,76,41,265,358,362,2021-11-15 00:00:00,24620,24621,24059,3480,48414
ΚΙΛΚΙΣ,203,125,72,326,466,480,2021-11-15 00:00:00,40610,40610,37990,5515,80359
ΚΟΖΑΝΗΣ,303,182,111,437,674,693,2021-11-15 00:00:00,79362,79362,74778,8087,156329
ΚΟΡΙΝΘΙΑΣ,1003,182,85,358,577,597,2021-11-15 00:00:00,82133,82134,78515,6259,162012
ΚΩ,1206,41,34,156,216,219,2021-11-15 00:00:00,29429,29429,28673,2254,53262
ΛΑΚΩΝΙΑΣ,1004,163,96,392,590,599,2021-11-15 00:00:00,47798,47798,45973,5088,94069
ΛΑΡΙΣΑΣ,502,434,245,905,1395,1538,2021-11-15 00:00:00,153252,153252,142497,14623,302130
ΛΑΣΙΘΙΟΥ,1302,121,83,329,453,484,2021-11-15 00:00:00,56678,56678,54982,6150,110384
ΛΕΣΒΟΥ,1102,146,79,354,547,552,2021-11-15 00:00:00,52090,52090,49854,4852,98901
ΛΕΥΚΑΔΑΣ,605,38,21,157,204,205,2021-11-15 00:00:00,23517,23517,22956,1990,41262
ΛΗΜΝΟΥ,1103,42,35,112,165,166,2021-11-15 00:00:00,12090,12090,11789,1431,23181
ΜΑΓΝΗΣΙΑΣ,503,242,155,498,840,872,2021-11-15 00:00:00,112620,112621,106761,10206,224462
ΜΕΣΣΗΝΙΑΣ,1005,202,99,627,823,895,2021-11-15 00:00:00,94922,94922,91700,8716,188746
ΜΗΛΟΥ,1207,5,0,30,35,35,2021-11-15 00:00:00,9905,9905,9493,639,19091
ΜΥΚΟΝΟΥ,1208,33,18,88,108,128,2021-11-15 00:00:00,16136,16136,15850,1011,25231
ΝΑΞΟΥ,1209,37,17,116,156,161,2021-11-15 00:00:00,14527,14527,13761,1315,27125
ΝΗΣΩΝ,906,71,53,348,422,446,2021-11-15 00:00:00,59204,59205,56540,5453,106835
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,349,175,846,1161,1354,2021-11-15 00:00:00,343998,344003,317461,23967,677181
ΞΑΝΘΗΣ,105,198,135,221,510,539,2021-11-15 00:00:00,61986,61986,58129,4475,120028
ΠΑΡΟΥ,1210,18,16,88,110,115,2021-11-15 00:00:00,14686,14686,14932,1272,25252
ΠΕΙΡΑΙΩΣ,908,441,204,848,1396,1475,2021-11-15 00:00:00,197308,197308,185643,20646,390878
ΠΕΛΛΑΣ,204,262,160,484,830,853,2021-11-15 00:00:00,77032,77036,71518,8789,152251
ΠΙΕΡΙΑΣ,205,201,132,283,579,598,2021-11-15 00:00:00,70315,70315,65437,6796,139040
ΠΡΕΒΕΖΑΣ,404,97,41,331,448,452,2021-11-15 00:00:00,35968,35968,35098,3891,72090
ΡΕΘΥΜΝΟΥ,1303,114,64,281,423,441,2021-11-15 00:00:00,53062,53062,50835,4787,104012
ΡΟΔΟΠΗΣ,106,232,138,208,506,519,2021-11-15 00:00:00,65690,65690,63123,4416,127870
ΡΟΔΟΥ,1211,101,49,527,615,671,2021-11-15 00:00:00,85313,85313,83024,5569,152092
ΣΑΜΟΥ,1104,71,37,136,207,225,2021-11-15 00:00:00,19987,19987,19394,1630,37912
ΣΕΡΡΩΝ,206,181,142,485,767,782,2021-11-15 00:00:00,82234,82235,77213,8642,163668
ΣΠΟΡΑΔΩΝ,504,38,7,51,89,89,2021-11-15 00:00:00,9978,9978,9631,940,19066
ΣΥΡΟΥ,1212,68,29,173,257,257,2021-11-15 00:00:00,17321,17321,17590,1972,30571
ΤΗΝΟΥ,1213,5,2,47,54,54,2021-11-15 00:00:00,6702,6702,6579,503,12961
ΤΡΙΚΑΛΩΝ,505,132,145,321,565,580,2021-11-15 00:00:00,72557,72557,70487,7274,145962
ΦΘΙΩΤΙΔΑΣ,804,176,93,533,748,782,2021-11-15 00:00:00,83752,83752,80158,8499,168480
ΦΛΩΡΙΝΑΣ,304,97,63,200,333,335,2021-11-15 00:00:00,29608,29608,27999,3227,58771
ΦΩΚΙΔΑΣ,805,66,30,169,245,248,2021-11-15 00:00:00,18560,18560,17431,1849,35818
ΧΑΛΚΙΔΙΚΗΣ,207,129,90,307,494,500,2021-11-15 00:00:00,63285,63285,60647,6334,126469
ΧΑΝΙΩΝ,1304,252,126,432,724,775,2021-11-15 00:00:00,109237,109238,103849,8715,216492
ΧΙΟΥ,1105,38,28,200,250,250,2021-11-15 00:00:00,37764,37766,36836,3036,69729
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,572,177,611,296,1311,2021-11-16 00:00:00,104890,104890,98734,8474,206406
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,512,242,1323,662,2050,2021-11-16 00:00:00,168330,168332,162281,23134,347438
ΑΝΔΡΟΥ,1201,6,4,44,44,54,2021-11-16 00:00:00,6888,6888,6670,398,13415
ΑΡΓΟΛΙΔΑΣ,1001,205,78,373,80,617,2021-11-16 00:00:00,65425,65425,63159,5546,127108
ΑΡΚΑΔΙΑΣ,1002,205,67,314,70,552,2021-11-16 00:00:00,46061,46061,43678,4976,91338
ΑΡΤΑΣ,401,151,61,292,215,478,2021-11-16 00:00:00,39236,39236,38173,3732,77094
ΑΧΑΪΑΣ,702,633,288,1212,625,2074,2021-11-16 00:00:00,187912,187912,177046,14857,368270
ΒΟΙΩΤΙΑΣ,801,281,135,481,78,840,2021-11-16 00:00:00,77928,77929,72128,6922,150423
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1388,547,4909,2460,6721,2021-11-16 00:00:00,668603,668612,647824,72885,1358589
ΓΡΕΒΕΝΩΝ,301,54,34,156,58,231,2021-11-16 00:00:00,18389,18389,17078,2529,35857
ΔΡΑΜΑΣ,101,198,98,370,119,647,2021-11-16 00:00:00,48574,48574,45845,6216,96861
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,194,73,222,127,487,2021-11-16 00:00:00,53647,53648,49457,4270,107310
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,886,328,1695,986,2879,2021-11-16 00:00:00,436676,436678,409725,28201,863553
ΕΒΡΟΥ,102,271,135,703,349,1066,2021-11-16 00:00:00,84996,84999,80721,10085,169351
ΕΥΒΟΙΑΣ,802,317,156,724,115,1148,2021-11-16 00:00:00,121748,121751,117743,11411,241948
ΕΥΡΥΤΑΝΙΑΣ,803,32,14,93,62,132,2021-11-16 00:00:00,8348,8348,7915,1020,15988
ΖΑΚΥΝΘΟΥ,601,152,60,191,87,381,2021-11-16 00:00:00,30353,30354,28850,2595,56581
ΗΛΕΙΑΣ,703,416,147,493,202,1008,2021-11-16 00:00:00,79465,79466,75561,6819,156120
ΗΜΑΘΙΑΣ,201,217,186,447,63,810,2021-11-16 00:00:00,70601,70601,66265,8522,140318
ΗΡΑΚΛΕΙΟΥ,1301,602,216,1277,510,2060,2021-11-16 00:00:00,192468,192471,184706,20183,386829
ΘΑΣΟΥ,103,37,15,146,37,189,2021-11-16 00:00:00,11141,11142,10687,1456,20626
