area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations
ΘΕΣΠΡΩΤΙΑΣ,402,101,63,253,59,387,2021-11-16 00:00:00,33786,33786,32013,4129,67312
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1565,611,4467,1966,6491,2021-11-16 00:00:00,667687,667696,631829,75371,1345859
ΘΗΡΑΣ,1202,63,27,247,123,327,2021-11-16 00:00:00,23673,23673,23163,1641,40616
ΙΘΑΚΗΣ,602,8,2,44,54,54,2021-11-16 00:00:00,2254,2254,2172,431,4745
ΙΚΑΡΙΑΣ,1101,34,2,55,91,91,2021-11-16 00:00:00,5875,5875,5669,410,11724
ΙΩΑΝΝΙΝΩΝ,403,333,120,843,283,1260,2021-11-16 00:00:00,105902,105903,101803,13644,213960
ΚΑΒΑΛΑΣ,104,194,131,373,157,667,2021-11-16 00:00:00,70585,70585,67582,7936,142069
ΚΑΛΥΜΝΟΥ,1203,57,39,296,97,388,2021-11-16 00:00:00,17319,17319,16370,2307,32239
ΚΑΡΔΙΤΣΑΣ,501,249,107,375,111,696,2021-11-16 00:00:00,66982,66982,62654,6176,132527
ΚΑΡΠΑΘΟΥ,1204,10,9,41,60,60,2021-11-16 00:00:00,5112,5112,4832,385,10099
ΚΑΣΤΟΡΙΑΣ,302,94,51,226,57,352,2021-11-16 00:00:00,30580,30580,28882,3909,61014
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,7,7,58,37,72,2021-11-16 00:00:00,4113,4113,3796,385,7959
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,2528,847,7230,3647,10405,2021-11-16 00:00:00,732693,732704,689392,103358,1468568
ΚΕΡΚΥΡΑΣ,603,204,69,488,166,755,2021-11-16 00:00:00,71949,71949,69337,6911,137912
ΚΕΦΑΛΛΗΝΙΑΣ,604,93,39,277,27,389,2021-11-16 00:00:00,24713,24714,24098,3757,48803
ΚΙΛΚΙΣ,203,174,98,433,183,663,2021-11-16 00:00:00,40784,40784,38088,5948,81022
ΚΟΖΑΝΗΣ,303,276,108,557,199,892,2021-11-16 00:00:00,79638,79638,74886,8644,157221
ΚΟΡΙΝΘΙΑΣ,1003,228,110,413,121,718,2021-11-16 00:00:00,82361,82362,78625,6672,162730
ΚΩ,1206,76,47,168,67,286,2021-11-16 00:00:00,29505,29505,28720,2422,53548
ΛΑΚΩΝΙΑΣ,1004,227,104,382,64,663,2021-11-16 00:00:00,48025,48025,46077,5470,94732
ΛΑΡΙΣΑΣ,502,587,266,912,177,1715,2021-11-16 00:00:00,153839,153839,142763,15535,303845
ΛΑΣΙΘΙΟΥ,1302,172,113,363,104,588,2021-11-16 00:00:00,56850,56850,55095,6513,110972
ΛΕΣΒΟΥ,1102,178,58,439,103,655,2021-11-16 00:00:00,52268,52268,49912,5291,99556
ΛΕΥΚΑΔΑΣ,605,92,41,206,112,317,2021-11-16 00:00:00,23609,23609,22997,2196,41579
ΛΗΜΝΟΥ,1103,67,20,281,189,355,2021-11-16 00:00:00,12157,12157,11809,1712,23536
ΜΑΓΝΗΣΙΑΣ,503,447,177,978,704,1576,2021-11-16 00:00:00,113067,113068,106938,11184,226038
ΜΕΣΣΗΝΙΑΣ,1005,331,145,656,201,1096,2021-11-16 00:00:00,95253,95253,91845,9372,189842
ΜΗΛΟΥ,1207,28,10,116,119,154,2021-11-16 00:00:00,9933,9933,9503,755,19245
ΜΥΚΟΝΟΥ,1208,30,19,100,12,140,2021-11-16 00:00:00,16166,16166,15869,1111,25371
ΝΑΞΟΥ,1209,42,18,131,21,182,2021-11-16 00:00:00,14569,14569,13779,1446,27307
ΝΗΣΩΝ,906,128,64,745,469,915,2021-11-16 00:00:00,59332,59333,56604,6198,107750
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,529,250,1469,881,2235,2021-11-16 00:00:00,344527,344532,317711,25436,679416
ΞΑΝΘΗΣ,105,240,173,241,98,637,2021-11-16 00:00:00,62226,62226,58302,4716,120665
ΠΑΡΟΥ,1210,29,27,125,53,168,2021-11-16 00:00:00,14715,14715,14959,1397,25420
ΠΕΙΡΑΙΩΣ,908,608,287,1389,796,2271,2021-11-16 00:00:00,197916,197916,185930,22035,393149
ΠΕΛΛΑΣ,204,349,167,591,215,1068,2021-11-16 00:00:00,77381,77385,71685,9380,153319
ΠΙΕΡΙΑΣ,205,229,153,512,277,875,2021-11-16 00:00:00,70544,70544,65590,7308,139915
ΠΡΕΒΕΖΑΣ,404,123,50,304,1,453,2021-11-16 00:00:00,36091,36091,35148,4195,72543
ΡΕΘΥΜΝΟΥ,1303,201,87,309,124,565,2021-11-16 00:00:00,53263,53263,50922,5096,104577
ΡΟΔΟΠΗΣ,106,220,89,334,109,628,2021-11-16 00:00:00,65910,65910,63212,4750,128498
ΡΟΔΟΥ,1211,158,66,660,208,879,2021-11-16 00:00:00,85471,85471,83090,6229,152971
ΣΑΜΟΥ,1104,91,31,118,-4,221,2021-11-16 00:00:00,20078,20078,19425,1748,38133
ΣΕΡΡΩΝ,206,305,135,550,181,963,2021-11-16 00:00:00,82539,82540,77348,9192,164631
ΣΠΟΡΑΔΩΝ,504,27,19,191,148,237,2021-11-16 00:00:00,10005,10005,9650,1131,19303
ΣΥΡΟΥ,1212,43,21,189,-15,242,2021-11-16 00:00:00,17364,17364,17611,2161,30813
ΤΗΝΟΥ,1213,18,7,47,18,72,2021-11-16 00:00:00,6720,6720,6586,550,13033
ΤΡΙΚΑΛΩΝ,505,199,154,392,141,721,2021-11-16 00:00:00,72756,72756,70641,7666,146683
ΦΘΙΩΤΙΔΑΣ,804,253,106,525,68,850,2021-11-16 00:00:00,84005,84005,80264,9024,169330
ΦΛΩΡΙΝΑΣ,304,91,46,297,85,420,2021-11-16 00:00:00,29699,29699,28045,3524,59191
ΦΩΚΙΔΑΣ,805,62,22,248,74,322,2021-11-16 00:00:00,18622,18622,17453,2097,36140
ΧΑΛΚΙΔΙΚΗΣ,207,152,104,345,69,569,2021-11-16 00:00:00,63437,63437,60751,6679,127038
ΧΑΝΙΩΝ,1304,354,118,565,238,1013,2021-11-16 00:00:00,109591,109592,103967,9280,217505
ΧΙΟΥ,1105,93,46,406,272,522,2021-11-16 00:00:00,37857,37859,36882,3442,70251
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,441,155,710,-60,1251,2021-11-17 00:00:00,105331,105331,98889,9184,207657
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,470,231,1153,-225,1825,2021-11-17 00:00:00,168800,168802,162512,24287,349263
ΑΝΔΡΟΥ,1201,5,5,0,-49,5,2021-11-17 00:00:00,6893,6893,6675,398,13420
ΑΡΓΟΛΙΔΑΣ,1001,184,105,413,17,634,2021-11-17 00:00:00,65609,65609,63264,5959,127742
ΑΡΚΑΔΙΑΣ,1002,163,83,377,40,592,2021-11-17 00:00:00,46224,46224,43761,5353,91930
ΑΡΤΑΣ,401,86,52,195,-168,310,2021-11-17 00:00:00,39322,39322,38225,3927,77404
ΑΧΑΪΑΣ,702,672,282,1049,-151,1923,2021-11-17 00:00:00,188584,188584,177328,15906,370193
ΒΟΙΩΤΙΑΣ,801,236,116,534,-8,832,2021-11-17 00:00:00,78164,78165,72244,7456,151255
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1170,487,4446,-798,5923,2021-11-17 00:00:00,669773,669782,648311,77331,1364512
ΓΡΕΒΕΝΩΝ,301,40,22,167,-10,221,2021-11-17 00:00:00,18429,18429,17100,2696,36078
ΔΡΑΜΑΣ,101,197,116,398,38,685,2021-11-17 00:00:00,48771,48771,45961,6614,97546
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,178,72,191,-46,441,2021-11-17 00:00:00,53825,53826,49529,4461,107751
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,783,283,1566,-303,2576,2021-11-17 00:00:00,437459,437461,410008,29767,866129
ΕΒΡΟΥ,102,246,163,556,-152,914,2021-11-17 00:00:00,85242,85245,80884,10641,170265
ΕΥΒΟΙΑΣ,802,294,152,690,-54,1094,2021-11-17 00:00:00,122042,122045,117895,12101,243042
ΕΥΡΥΤΑΝΙΑΣ,803,13,13,43,-68,64,2021-11-17 00:00:00,8361,8361,7928,1063,16052
ΖΑΚΥΝΘΟΥ,601,130,51,193,-36,345,2021-11-17 00:00:00,30483,30484,28901,2788,56926
ΗΛΕΙΑΣ,703,265,114,552,-121,887,2021-11-17 00:00:00,79730,79731,75675,7371,157007
ΗΜΑΘΙΑΣ,201,291,155,569,154,964,2021-11-17 00:00:00,70892,70892,66420,9091,141282
ΗΡΑΚΛΕΙΟΥ,1301,470,233,1190,-224,1836,2021-11-17 00:00:00,192938,192941,184939,21373,388665
ΘΑΣΟΥ,103,44,14,146,3,192,2021-11-17 00:00:00,11185,11186,10701,1602,20818
ΘΕΣΠΡΩΤΙΑΣ,402,83,31,260,-25,362,2021-11-17 00:00:00,33869,33869,32044,4389,67674
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1353,800,4470,-65,6426,2021-11-17 00:00:00,669040,669049,632629,79841,1352285
ΘΗΡΑΣ,1202,53,26,145,-113,214,2021-11-17 00:00:00,23726,23726,23189,1786,40830
ΙΘΑΚΗΣ,602,6,0,48,0,54,2021-11-17 00:00:00,2260,2260,2172,479,4799
ΙΚΑΡΙΑΣ,1101,21,1,75,6,97,2021-11-17 00:00:00,5896,5896,5670,485,11821
ΙΩΑΝΝΙΝΩΝ,403,258,125,792,-126,1134,2021-11-17 00:00:00,106160,106161,101928,14436,215094
ΚΑΒΑΛΑΣ,104,164,95,349,-88,579,2021-11-17 00:00:00,70749,70749,67677,8285,142648
ΚΑΛΥΜΝΟΥ,1203,62,23,221,-91,297,2021-11-17 00:00:00,17381,17381,16393,2528,32536
ΚΑΡΔΙΤΣΑΣ,501,208,128,403,-3,693,2021-11-17 00:00:00,67190,67190,62782,6579,133220
ΚΑΡΠΑΘΟΥ,1204,6,1,47,-6,54,2021-11-17 00:00:00,5118,5118,4833,432,10153
ΚΑΣΤΟΡΙΑΣ,302,89,45,279,33,385,2021-11-17 00:00:00,30669,30669,28927,4188,61399
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,8,0,124,60,132,2021-11-17 00:00:00,4121,4121,3796,509,8091
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,2147,838,6218,-1531,8874,2021-11-17 00:00:00,734840,734851,690230,109576,1477442
ΚΕΡΚΥΡΑΣ,603,144,91,449,-96,659,2021-11-17 00:00:00,72093,72093,69428,7360,138571
ΚΕΦΑΛΛΗΝΙΑΣ,604,92,42,278,1,390,2021-11-17 00:00:00,24805,24806,24140,4035,49193
ΚΙΛΚΙΣ,203,150,85,455,-12,651,2021-11-17 00:00:00,40934,40934,38173,6403,81673
ΚΟΖΑΝΗΣ,303,265,111,671,109,1001,2021-11-17 00:00:00,79903,79903,74997,9315,158222
ΚΟΡΙΝΘΙΑΣ,1003,245,87,481,72,790,2021-11-17 00:00:00,82606,82607,78712,7153,163520
ΚΩ,1206,59,43,145,-52,234,2021-11-17 00:00:00,29564,29564,28763,2567,53782
ΛΑΚΩΝΙΑΣ,1004,162,71,416,-50,613,2021-11-17 00:00:00,48187,48187,46148,5886,95345
ΛΑΡΙΣΑΣ,502,528,264,979,-31,1684,2021-11-17 00:00:00,154367,154367,143027,16514,305529
ΛΑΣΙΘΙΟΥ,1302,153,109,376,-18,570,2021-11-17 00:00:00,57003,57003,55204,6889,111542
ΛΕΣΒΟΥ,1102,179,71,454,32,687,2021-11-17 00:00:00,52447,52447,49983,5745,100243
ΛΕΥΚΑΔΑΣ,605,72,23,152,-85,232,2021-11-17 00:00:00,23681,23681,23020,2348,41811
ΛΗΜΝΟΥ,1103,43,20,114,-184,171,2021-11-17 00:00:00,12200,12200,11829,1826,23707
ΜΑΓΝΗΣΙΑΣ,503,390,157,1015,-40,1536,2021-11-17 00:00:00,113457,113458,107095,12199,227574
ΜΕΣΣΗΝΙΑΣ,1005,263,115,693,-64,1032,2021-11-17 00:00:00,95516,95516,91960,10065,190874
ΜΗΛΟΥ,1207,4,2,27,-121,33,2021-11-17 00:00:00,9937,9937,9505,782,19278
ΜΥΚΟΝΟΥ,1208,44,19,96,13,153,2021-11-17 00:00:00,16210,16210,15888,1207,25524
ΝΑΞΟΥ,1209,54,24,114,-3,179,2021-11-17 00:00:00,14623,14623,13803,1560,27486
ΝΗΣΩΝ,906,103,45,561,-236,679,2021-11-17 00:00:00,59435,59436,56649,6759,108429
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,437,216,1280,-326,1909,2021-11-17 00:00:00,344964,344969,317927,26716,681325
ΞΑΝΘΗΣ,105,248,176,174,-64,573,2021-11-17 00:00:00,62474,62474,58478,4890,121238
ΠΑΡΟΥ,1210,40,13,111,-14,154,2021-11-17 00:00:00,14755,14755,14972,1508,25574
ΠΕΙΡΑΙΩΣ,908,587,245,1195,-289,1982,2021-11-17 00:00:00,198503,198503,186175,23230,395131
ΠΕΛΛΑΣ,204,319,173,591,-47,1021,2021-11-17 00:00:00,77700,77704,71858,9971,154340
ΠΙΕΡΙΑΣ,205,256,158,499,20,895,2021-11-17 00:00:00,70800,70800,65748,7807,140810
ΠΡΕΒΕΖΑΣ,404,92,46,356,18,471,2021-11-17 00:00:00,36183,36183,35194,4551,73014
ΡΕΘΥΜΝΟΥ,1303,163,67,292,-64,501,2021-11-17 00:00:00,53426,53426,50989,5388,105078
ΡΟΔΟΠΗΣ,106,196,105,291,-65,563,2021-11-17 00:00:00,66106,66106,63317,5041,129061
ΡΟΔΟΥ,1211,143,68,570,-115,764,2021-11-17 00:00:00,85614,85614,83158,6799,153735
ΣΑΜΟΥ,1104,75,43,148,22,243,2021-11-17 00:00:00,20153,20153,19468,1896,38376
ΣΕΡΡΩΝ,206,215,134,607,-36,927,2021-11-17 00:00:00,82754,82755,77482,9799,165558
ΣΠΟΡΑΔΩΝ,504,33,6,212,10,247,2021-11-17 00:00:00,10038,10038,9656,1343,19550
ΣΥΡΟΥ,1212,46,19,197,11,253,2021-11-17 00:00:00,17410,17410,17630,2358,31066
ΤΗΝΟΥ,1213,0,0,18,-54,18,2021-11-17 00:00:00,6720,6720,6586,568,13051
ΤΡΙΚΑΛΩΝ,505,261,103,603,216,937,2021-11-17 00:00:00,73017,73017,70744,8269,147620
ΦΘΙΩΤΙΔΑΣ,804,211,90,563,-3,847,2021-11-17 00:00:00,84216,84216,80354,9587,170177
ΦΛΩΡΙΝΑΣ,304,101,49,286,-3,417,2021-11-17 00:00:00,29800,29800,28094,3810,59608
ΦΩΚΙΔΑΣ,805,50,25,185,-73,249,2021-11-17 00:00:00,18672,18672,17478,2282,36389
ΧΑΛΚΙΔΙΚΗΣ,207,242,102,605,349,918,2021-11-17 00:00:00,63679,63679,60853,7284,127956
ΧΑΝΙΩΝ,1304,322,116,530,-78,935,2021-11-17 00:00:00,109913,109914,104083,9810,218440
ΧΙΟΥ,1105,101,46,364,-27,495,2021-11-17 00:00:00,37958,37960,36928,3806,70746
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,68,124,195,-8,388,2022-02-17 00:00:00,125629,125629,119700,84039,321722
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,104,145,521,-49,751,2022-02-17 00:00:00,196208,196212,189079,175902,552513
ΑΝΔΡΟΥ,1201,1,5,12,11,18,2022-02-17 00:00:00,7437,7437,7110,4530,18520
ΑΡΓΟΛΙΔΑΣ,1001,19,46,134,-53,200,2022-02-17 00:00:00,75619,75619,73549,46792,187356
ΑΡΚΑΔΙΑΣ,1002,12,22,101,16,136,2022-02-17 00:00:00,53142,53142,50805,37675,137527
ΑΡΤΑΣ,401,12,49,67,-14,128,2022-02-17 00:00:00,46183,46183,45288,30794,116935
ΑΧΑΪΑΣ,702,58,227,273,-150,564,2022-02-17 00:00:00,222009,222009,209426,137199,554367
ΒΟΙΩΤΙΑΣ,801,25,66,188,-2,280,2022-02-17 00:00:00,89721,89722,83814,58491,224424
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,166,202,1085,-327,1417,2022-02-17 00:00:00,722739,722749,699077,508302,1892357
ΓΡΕΒΕΝΩΝ,301,2,1,28,-21,32,2022-02-17 00:00:00,20906,20906,19574,14645,52685
ΔΡΑΜΑΣ,101,16,51,72,11,140,2022-02-17 00:00:00,57274,57274,54990,35009,142254
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,31,114,164,-22,300,2022-02-17 00:00:00,63857,63858,58199,40311,162220
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,265,412,736,-26,1415,2022-02-17 00:00:00,483184,483186,452450,289593,1211126
ΕΒΡΟΥ,102,24,77,184,-14,287,2022-02-17 00:00:00,97059,97062,93468,63744,246460
ΕΥΒΟΙΑΣ,802,60,109,318,-25,492,2022-02-17 00:00:00,141544,141547,136452,88209,355439
ΕΥΡΥΤΑΝΙΑΣ,803,2,0,10,0,12,2022-02-17 00:00:00,9730,9730,9236,5691,23196
ΖΑΚΥΝΘΟΥ,601,22,33,59,7,115,2022-02-17 00:00:00,34893,34894,33972,19824,82960
ΗΛΕΙΑΣ,703,54,131,135,-61,306,2022-02-17 00:00:00,96153,96154,92052,60893,241917
ΗΜΑΘΙΑΣ,201,35,47,142,4,229,2022-02-17 00:00:00,83043,83043,79324,54093,210176
ΗΡΑΚΛΕΙΟΥ,1301,83,258,441,-8,793,2022-02-17 00:00:00,218523,218526,211701,152464,570037
ΘΑΣΟΥ,103,3,3,24,18,30,2022-02-17 00:00:00,12374,12375,12036,7219,28747
ΘΕΣΠΡΩΤΙΑΣ,402,7,13,38,2,60,2022-02-17 00:00:00,37671,37671,36015,22828,93519
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,228,545,1183,-406,1969,2022-02-17 00:00:00,765145,765154,727798,520298,1976329
ΘΗΡΑΣ,1202,11,4,49,-28,64,2022-02-17 00:00:00,26181,26181,25712,12277,55790
ΙΘΑΚΗΣ,602,1,0,5,6,6,2022-02-17 00:00:00,2479,2479,2390,1730,6488
ΙΚΑΡΙΑΣ,1101,3,0,9,-11,12,2022-02-17 00:00:00,6778,6778,6466,4310,17272
ΙΩΑΝΝΙΝΩΝ,403,35,71,201,-11,309,2022-02-17 00:00:00,119967,119968,116246,89084,316503
ΚΑΒΑΛΑΣ,104,20,96,104,50,219,2022-02-17 00:00:00,81145,81145,78325,53465,207870
ΚΑΛΥΜΝΟΥ,1203,3,11,23,-4,38,2022-02-17 00:00:00,19934,19934,19045,12676,47684
ΚΑΡΔΙΤΣΑΣ,501,25,77,83,-25,185,2022-02-17 00:00:00,77306,77306,73682,48861,195688
ΚΑΡΠΑΘΟΥ,1204,0,0,2,-10,2,2022-02-17 00:00:00,5676,5676,5344,3576,14362
ΚΑΣΤΟΡΙΑΣ,302,6,6,46,-8,62,2022-02-17 00:00:00,34513,34513,33081,23082,87892
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,1,0,10,4,11,2022-02-17 00:00:00,4346,4346,4045,2410,10446
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,729,1019,1688,-278,3426,2022-02-17 00:00:00,889472,889520,833439,669822,2321354
ΚΕΡΚΥΡΑΣ,603,44,93,127,25,266,2022-02-17 00:00:00,83232,83232,80488,53280,205724
ΚΕΦΑΛΛΗΝΙΑΣ,604,6,12,31,-24,50,2022-02-17 00:00:00,27780,27781,27563,17737,68924
ΚΙΛΚΙΣ,203,17,16,63,-17,97,2022-02-17 00:00:00,48348,48348,45886,31462,120914
ΚΟΖΑΝΗΣ,303,16,50,137,-39,198,2022-02-17 00:00:00,91841,91841,87141,59312,230853
ΚΟΡΙΝΘΙΑΣ,1003,45,167,151,-5,358,2022-02-17 00:00:00,97079,97080,92464,62548,245724
ΚΩ,1206,11,55,61,-23,128,2022-02-17 00:00:00,33333,33333,32562,19251,77511
ΛΑΚΩΝΙΑΣ,1004,19,47,98,40,162,2022-02-17 00:00:00,56586,56586,55231,37645,143210
ΛΑΡΙΣΑΣ,502,48,155,284,-76,490,2022-02-17 00:00:00,180802,180802,170877,120758,461947
ΛΑΣΙΘΙΟΥ,1302,16,56,119,19,188,2022-02-17 00:00:00,65217,65217,63548,40411,160056
ΛΕΣΒΟΥ,1102,27,48,126,54,201,2022-02-17 00:00:00,61044,61044,58935,37990,149219
ΛΕΥΚΑΔΑΣ,605,1,3,28,-39,32,2022-02-17 00:00:00,26196,26196,25796,14012,58359
ΛΗΜΝΟΥ,1103,1,3,9,-21,13,2022-02-17 00:00:00,13557,13557,13324,9418,33883
ΜΑΓΝΗΣΙΑΣ,503,44,93,232,48,371,2022-02-17 00:00:00,132423,132424,127385,87020,339853
ΜΕΣΣΗΝΙΑΣ,1005,33,44,173,-30,251,2022-02-17 00:00:00,108869,108869,106093,72482,279452
ΜΗΛΟΥ,1207,2,1,33,36,36,2022-02-17 00:00:00,10583,10583,10125,6311,26069
ΜΥΚΟΝΟΥ,1208,2,2,38,30,42,2022-02-17 00:00:00,17574,17574,17362,7066,33841
ΝΑΞΟΥ,1209,2,4,17,-36,24,2022-02-17 00:00:00,16519,16519,15716,9030,38543
ΝΗΣΩΝ,906,15,54,68,64,138,2022-02-17 00:00:00,66407,66408,63147,38111,152111
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,84,102,620,40,857,2022-02-17 00:00:00,364844,364849,337263,180983,874089
ΞΑΝΘΗΣ,105,58,107,141,5,306,2022-02-17 00:00:00,73547,73547,70418,43046,181452
ΠΑΡΟΥ,1210,9,6,45,24,61,2022-02-17 00:00:00,16346,16346,16639,9141,36050
ΠΕΙΡΑΙΩΣ,908,190,174,958,-235,1338,2022-02-17 00:00:00,225058,225058,210883,157291,577340
ΠΕΛΛΑΣ,204,22,47,115,-60,180,2022-02-17 00:00:00,93216,93220,88761,57861,233242
ΠΙΕΡΙΑΣ,205,22,49,126,-17,198,2022-02-17 00:00:00,83541,83541,79422,50779,209343
ΠΡΕΒΕΖΑΣ,404,7,26,55,-8,90,2022-02-17 00:00:00,41505,41505,40975,32629,111835
ΡΕΘΥΜΝΟΥ,1303,20,46,112,6,180,2022-02-17 00:00:00,61598,61598,58781,37607,152373
ΡΟΔΟΠΗΣ,106,22,49,117,-40,188,2022-02-17 00:00:00,74750,74750,72738,46912,187839
ΡΟΔΟΥ,1211,59,145,207,36,412,2022-02-17 00:00:00,97297,97297,94528,59262,227983
ΣΑΜΟΥ,1104,7,22,43,11,73,2022-02-17 00:00:00,23565,23565,23052,14534,57601
ΣΕΡΡΩΝ,206,30,96,167,24,293,2022-02-17 00:00:00,98708,98709,94380,71460,258989
ΣΠΟΡΑΔΩΝ,504,9,11,42,18,62,2022-02-17 00:00:00,11002,11002,10703,6474,26619
ΣΥΡΟΥ,1212,8,5,52,47,66,2022-02-17 00:00:00,19665,19665,20113,11943,45042
ΤΗΝΟΥ,1213,1,8,9,1,18,2022-02-17 00:00:00,7358,7358,7171,4856,18517
ΤΡΙΚΑΛΩΝ,505,16,55,104,18,178,2022-02-17 00:00:00,84034,84034,82868,61416,223126
ΦΘΙΩΤΙΔΑΣ,804,36,55,183,61,274,2022-02-17 00:00:00,97075,97075,94464,67360,253834
ΦΛΩΡΙΝΑΣ,304,6,16,44,-8,66,2022-02-17 00:00:00,34878,34878,33292,23223,88936
ΦΩΚΙΔΑΣ,805,8,12,25,18,47,2022-02-17 00:00:00,20888,20888,19961,12787,51399
ΧΑΛΚΙΔΙΚΗΣ,207,15,47,97,-87,164,2022-02-17 00:00:00,73518,73518,71084,46063,185885
ΧΑΝΙΩΝ,1304,56,153,295,-39,505,2022-02-17 00:00:00,124182,124183,118195,72884,308418
ΧΙΟΥ,1105,16,48,71,31,137,2022-02-17 00:00:00,42300,42302,40978,28685,103596
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,64,116,158,-55,333,2022-02-18 00:00:00,125693,125693,119816,84197,322055
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,70,184,441,-61,690,2022-02-18 00:00:00,196278,196282,189263,176343,553203
ΑΝΔΡΟΥ,1201,2,30,4,18,36,2022-02-18 00:00:00,7439,7439,7140,4534,18556
ΑΡΓΟΛΙΔΑΣ,1001,30,43,143,16,216,2022-02-18 00:00:00,75649,75649,73592,46935,187572
ΑΡΚΑΔΙΑΣ,1002,11,30,83,-13,123,2022-02-18 00:00:00,53153,53153,50835,37758,137650
ΑΡΤΑΣ,401,7,42,85,9,137,2022-02-18 00:00:00,46190,46190,45330,30879,117072
ΑΧΑΪΑΣ,702,106,243,307,95,659,2022-02-18 00:00:00,222115,222115,209669,137506,555026
ΒΟΙΩΤΙΑΣ,801,45,73,225,64,344,2022-02-18 00:00:00,89766,89767,83887,58716,224768
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,136,459,1304,476,1893,2022-02-18 00:00:00,722875,722885,699536,509606,1894250
ΓΡΕΒΕΝΩΝ,301,2,6,32,8,40,2022-02-18 00:00:00,20908,20908,19580,14677,52725
ΔΡΑΜΑΣ,101,18,53,74,5,145,2022-02-18 00:00:00,57292,57292,55043,35083,142399
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,19,123,214,58,358,2022-02-18 00:00:00,63876,63877,58322,40525,162578
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,196,481,801,60,1475,2022-02-18 00:00:00,483380,483382,452931,290394,1212601
ΕΒΡΟΥ,102,28,72,166,-20,267,2022-02-18 00:00:00,97087,97090,93540,63910,246727
ΕΥΒΟΙΑΣ,802,71,150,243,-24,468,2022-02-18 00:00:00,141615,141618,136602,88452,355907
ΕΥΡΥΤΑΝΙΑΣ,803,0,2,16,6,18,2022-02-18 00:00:00,9730,9730,9238,5707,23214
ΖΑΚΥΝΘΟΥ,601,10,19,83,-3,112,2022-02-18 00:00:00,34903,34904,33991,19907,83072
ΗΛΕΙΑΣ,703,124,203,163,111,417,2022-02-18 00:00:00,96277,96278,92255,61056,242334
ΗΜΑΘΙΑΣ,201,32,41,119,-36,193,2022-02-18 00:00:00,83075,83075,79365,54212,210369
ΗΡΑΚΛΕΙΟΥ,1301,77,260,410,-33,760,2022-02-18 00:00:00,218600,218603,211961,152874,570797
ΘΑΣΟΥ,103,6,8,20,3,33,2022-02-18 00:00:00,12380,12381,12044,7239,28780
ΘΕΣΠΡΩΤΙΑΣ,402,5,15,36,-4,56,2022-02-18 00:00:00,37676,37676,36030,22864,93575
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,248,588,1322,185,2154,2022-02-18 00:00:00,765393,765402,728386,521620,1978483
ΘΗΡΑΣ,1202,4,17,60,17,81,2022-02-18 00:00:00,26185,26185,25729,12337,55871
ΙΘΑΚΗΣ,602,0,7,0,1,7,2022-02-18 00:00:00,2479,2479,2397,1730,6495
ΙΚΑΡΙΑΣ,1101,0,30,6,24,36,2022-02-18 00:00:00,6778,6778,6496,4316,17308
ΙΩΑΝΝΙΝΩΝ,403,30,92,146,-36,273,2022-02-18 00:00:00,119997,119998,116338,89230,316776
ΚΑΒΑΛΑΣ,104,15,66,104,-34,185,2022-02-18 00:00:00,81160,81160,78391,53569,208055
